year,state,state_name,summary,duration_seconds
2020,OK,Oklahoma,Think it could of been starlink there was a scheduled launch at 11am but no reports of being over Oklahoma.,180
2020,MA,Massachusetts,Saw a row of bright LED like lights level acros the sky maybe 10 to 12 lights.  ((Starlink satellites?)),60
2020,NY,New York,Bright line of dotted lights in night sky.   ((Starlink satellites?)),60
2020,NH,New Hampshire,Long string of lights hovering just above the buildings.,10
2020,CA,California,"at first I saw one light at very hi altitude moving south west just north east of Santa Clarita ca, didnt seem to be traveling fast, t",7
2020,WA,Washington,"huge, perfectly round lights looked like old model a headlights",20
2020,OH,Ohio,All of these lights were not in any formation. They seemed to take uo most of the sky and all were moving westerly at sam speed.,900
2020,FL,Florida,Orange and Silver light,720
2020,MO,Missouri,Bright ball of light in Webb City,120
2020,MA,Massachusetts,"Two bright stars close to one another and immobile.  After ~20 seconds, one faded to black, then the other",30
2020,UT,Utah,Strange movement of light over Canyonlands NP in October 2020.,600
2020,CA,California,4 orange sphere's over north Los Angeles basin,300
2020,NC,North Carolina,"On 10/20/2020 at 9:18 PM, I had just returned from downtown Asheville, NC to my home located in rural Canton. Due to an owl whooting ou",600
2020,OR,Oregon,"I was driving my friend home when as clear as day I see something shoot across the sky over the hills, Weirdly enough it didnt have a",2
2020,WV,West Virginia,Object at Low Altitude Zigzagging,120
2020,TN,Tennessee,Object went overhead at amazing speed.  Was the size of a night star and was out of sight in a matter of seconds. Definitely not a mete,15
2020,WI,Wisconsin,A group of 3 and a singular orange spherical light came into view moving south to northeast.,300
2020,TX,Texas,TWO OBJECTS MOVING IN TANDEM TOWARD MY POSITION,120
2020,NY,New York,"Stationary, rotating bright light",300
2020,OK,Oklahoma,Bright white lights flying in military formation.  ((Starlink satellites??)),600
2020,NY,New York,A hovering light in the sky,600
2020,WA,Washington,Multiple lights over Puget sound,600
2020,CA,California,Lights moving in strange patterns first from the west and then from the north,259200
2020,WA,Washington,There was a line of silent lights moving east over Seahome Arboretum.  ((Starlink satellites?)),120
2020,WA,Washington,I spotted what appeared to be stars that were moving in a clustered group As many as I could count 51 total. ((Starlink sattellites?)),60
2020,WA,Washington,Early morning sky - still dark- very high long line of bright lights - 14 in all - moving from west to north east.,30
2020,OH,Ohio,I was going outside to let my dog out and try the astrophotography mode on my phone when I saw this white ball of light looking like a,60
2020,NC,North Carolina,Witnessed silver object that would shine bright when the sun reflected looked as if it was slowly spinning but staying in one place.  I,300
2020,OR,Oregon,"NW Sky West to East 3min of individual bright lights, Traveling 1.5X sattelite speed BRIGHTEST THINGS in Sky.",180
2020,OR,Oregon,"The was a string of lights in the sky all one behind the other traveling in the same direction in a single line.  About 5 to 7, moving",15
2020,MO,Missouri,One white ball of light appeared above the trees and was flying straight did a s in the sky then dissapeared,20
2020,FL,Florida,"Large, bright white object seen over Milton Florida for 7 hours",432000
2020,ID,Idaho,"Light in the distance moved back and forth parallel to the ground, and then performed patterns unlike any aircraft I know of.",180
2020,CA,California,Streak of lights appearing out of thin air over Lemoore military base.,120
2020,MA,Massachusetts,"one red light fading in and out, then 3/4 other red lights started twinkling around the central bright light.",180
2020,MA,Massachusetts,"Large light projection flew over my home and out in front of me 40-50feet, then disappeared silently",3
2020,NV,Nevada,Light Above Plane Following Flight After Takeoff - Stops and Suspends In Air Before Vanishing,18
2020,RI,Rhode Island,Tiny red object ejects small white light,240
2020,IL,Illinois,One emensely bright light observed to my northwest which faded after about 12 seconds after it caught my eye. Didn't move.,12
2020,NY,New York,Very fast moving light going across the sky.,10
2020,AL,Alabama,"There were three lights, 2 brilliant blue Lights on the sides and 1 green/blue large light in the middle.

None of the lights flashed",60
2020,OH,Ohio,Was driving into work this morning.  A bright light just appeared in the sky above me.  It was about 100 feet in the air. It just appea,10
2020,WV,West Virginia,Around 1am driving around kanawha city my girlfriend and I saw a white light with a green hue around it streaking down toward the groun,2
2020,OH,Ohio,White lights moving in an erratic hovering pattern that no aircraft could achive,420
2020,AZ,Arizona,Bright solid white light executes 90 degree turn then disappears,90
2020,TX,Texas,Fast moving object,4
2020,TX,Texas,Green lights moving quickly,420
2020,WI,Wisconsin,bright star like form moving up and down,1800
2020,AZ,Arizona,"Saw two red/orange dots rising to the southeast; they weren't blinking like a plane, just slowly rising.",15
2020,AZ,Arizona,UFO Sighting in Phoenix Metro area in the vicinity of Sky Harbor International Airport,360
2020,MI,Michigan,"It was what looked like a bright star or thought it was maybe mars but as I video it, it seemed to change colors and pulse it's not the",60
2020,IL,Illinois,((NUFORC Note:  Witness fails to provide detailed information about the sighting.  PD)),120
2020,PA,Pennsylvania,"I was looking up at the big dipper, and to the left of the end of the handle, I witnessed a light slightly dimmer than the nearest star",120
2020,TX,Texas,My daughter (10y.o.) and I had just returned from getting groceries. When I closed the trunk and proceeded toward the house I immediate,30
2020,NH,New Hampshire,Lights hovering over Lake Winnipesaukee,900
2020,PA,Pennsylvania,"Bright circle of light flying low, quickly and erratic about the size of a softball",45
2020,IN,Indiana,"Leaving boyfriend's work place, turn left onto Producers Lane, see ball of light streak across the sky heading north, then make a hard",10
2020,CA,California,On 8:25 pm a bright white light that had what appeared to be illuminated fog surrounding it flew over my house from South to North.,900
2020,NE,Nebraska,"I was out on the back patio around 4:10 in the morning, looking up at eastern sky, and saw a light move in a arc like it was doing a t",5
2020,AR,Arkansas,Green light appears and disappears followed by the sound of a jet,60
2020,FL,Florida,Two white lights spheres in tandem seen through  thin clouds moving fast very fast 2-3 seconds,2
2020,TX,Texas,It was 2:00 in the morning on the east side lake livingston right under 190 hwy. My mom and my sister and I were inside the house havin,60
2020,AL,Alabama,A flying object was seen traveling SW slowly in a straight line. The object had one red and two green flashing lights. The object insta,60
2020,AZ,Arizona,rotating colored light on a mountain top,1200
2020,PA,Pennsylvania,Object would blink every 30 seconds. At first it was stationary. Right by the dipper but then moved to the south west. Second time I ha,180
2020,CA,California,"Silent orangish lights, 4 of them flying low.",30
2020,IA,Iowa,"Multi colored flashing object zig zags across the sky, then splits into a triangle and disappears.",60
2020,CO,Colorado,"Bright star like object during daylight appear, vanish, reappear, then vanish.",15
2020,NV,Nevada,Saw at least 3 white lights moving at fairly high speeds high in the sky with no sound. my little daughter first saw them and pointed t,120
2020,WA,Washington,4 pulsating lights in a row floating accross mountain top then disappeared.It was about 4 minutes then just disappeared.,240
2020,IL,Illinois,"Green ball of light blasts forward and disappears in Vernon Hills, Illinois.",1
2020,FL,Florida,Yellow round light traveling vertically and then disappeared,60
2020,NJ,New Jersey,5 sphere light Traveling toward Philly 3 in.  A triangle and 1 leading with 1 trailing,120
2020,ID,Idaho,Supposed satellite changes course after several flashes  in sky,60
2020,MN,Minnesota,"Two bright orange fast moving objects second one 3 to 4 seconds behind the first no blinking lights, no sound.",30
2020,NY,New York,My son and I were sitting outside in the backyard around 10:00pm. It was a clear night with no clouds and the stars aligned. We both we,120
2020,IN,Indiana,"I was watching out the window for daughter to come home from her date and seen a large, bright streak of light flash in the sky.  It wa",86400
2020,NJ,New Jersey,Fast moving object caught on iPhone not hoax,120
2020,FL,Florida,Ball of light,120
2020,NY,New York,"White dot flew across the sky very high up very fast, direction heading north east Nassau/Suffolk border.",60
2020,ME,Maine,Looking up to the east.I saw a bright pink light shoot down and then sharply shoot straight up and disappeared. I thought it was a weir,4
2020,OR,Oregon,"They just looked like stars, among 100's of other stars.. Until 6 of them individually began moving in different directions.",900
2020,ME,Maine,"Bright Light UFO spotted in Prospect, Maine",240
2020,KY,Kentucky,Small continuous light moving slowly across the horizon.,120
2020,CA,California,"Ball of bright, white light 4-5x larger than a star tracks accross the sky for 2 minutes and shimmers out and vanishes before horizon",120
2020,MT,Montana,30+ lights first three were in a triangle formation and then went into a straight line followed by the others all in a straight line. T,420
2020,CA,California,Saw big light over jamul. Thought it was a plane in flight path headed toward San Diego. I was walking to my car in the direction of th,120
2020,OR,Oregon,6 lights in two groups moving ENE.,120
2020,FL,Florida,Bright light with fast sideway and up movement facing East,1200
2020,SC,South Carolina,Light moving north to south over beach in north myrtle. No sound. Faster than anything give ever seen.,5
